NPI,PROVIDER_NAME,PRIMARY_SPECIALTY,DISEASE,SECONDARY_SPECIALTY,TELEHEALTH,FACILITY_NAME,CITY,STATE,ZIP,COUNTY_FIPS,COUNTY,TOT_BENES,TOT_SRVCS,BENE_AVG_RISK_SCRE,TOTAL_UTILIZATION_EXACT,AVG_UTILIZATION_PERCENTILE
1685489542,SCOTT LOREN HARRIS,Rheumatology,Arthritis,Pulmonary,,WESTERN MICHIGAN UNIVERSITY SCHOOL OF MEDICINE,BUIES CREEK,NC,271031566,37067,Forsyth County,391,1184.4,1.1371,,
1779296464,RANY  ABURASHED,Cardiology,Heart Disease,,,RECOVERY PATHWAYS LLC,KERNERSVILLE,NC,274552594,37081,Guilford County,535,1730.3,1.558,,
1266798684,CHINONYEREM  OKWARA,Endocrinology,Diabetes,,,"LEONARD E DEAL, MD, PA",LILLINGTON,NC,274011205,37081,Guilford County,463,1309.1,2.7574,,
1037795700,RAKESH K. SHAH,Psychiatry,Mental Health Disorders,Psychiatry,,MOTOR CITY MEDICAL GROUP PLLC,CONOVER,NC,274108432,37081,Guilford County,372,1039.7,1.8101,,
1443734447,MARCO ANTONIO RENAZCO,Rheumatology,Arthritis,,,,PINE KNOLL SHORES,NC,274011221,37081,Guilford County,445,1304.8,1.1922,,
1759284155,WILLIAM  BRASHER,Cardiology,Heart Disease,,,UH HEALTH,SANFORD,NC,280787951,37119,Mecklenburg County,603,1745.9,0.594,,
1733849007,LISA  GAMBLE,Endocrinology,Diabetes,,,DEPRESSION HEALING CLINIC,NAGS HEAD,NC,282114851,37119,Mecklenburg County,411,1241.1,1.2779,,
1270829591,GEETHA D VALLABHANENI,Psychiatry,Mental Health Disorders,,,"AJINDER S. DHATT, MD, P.A.",ELIZABETH CITY,NC,282083859,37119,Mecklenburg County,466,1392.3,1.7765,,
1542064921,VIDYASAGAR  CHODIMELLA,Rheumatology,Arthritis,,,360 CARDIAC CARE PC,APEX,NC,282042418,37119,Mecklenburg County,459,1340.2,1.0566,,
1820145515,LISA A MILLER,Cardiology,Heart Disease,,,,TRENT WOODS,NC,276076477,37183,Wake County,448,1297.4,1.8488,32.6,46.6
1108355336,AIZA  AHMAD,Endocrinology,Diabetes,Cardiology,Y,LAKES REGIONAL MENTAL HEALTH MENTAL RETARDATION CENTER,HIGH POINT,NC,275187429,37183,Wake County,410,1136.4,0.9252,,85.3
1796466992,CORINA NICOLE VASQUEZ,Psychiatry,Mental Health Disorders,Neurology,,IONIA COUNTY COMMUNITY MENTAL HEALTH,GREENVILLE,NC,275457050,37183,Wake County,414,1296.3,1.2927,,
1007335386,ANUMEHA  TANDON,Rheumatology,Arthritis,Endocrinology,,"TEXAS ALLERGY AND BREATHING CENTERS, P.A.",MORRISVILLE,NC,276127042,37183,Wake County,562,1528.5,2.2991,24.8,
1417184648,VANESSA COSTA EINSPAHR,Cardiology,Heart Disease,,,MONTCALM CARE NETWORK,STEPHENVILLE,TX,782294801,48029,Bexar County,712,2238.9,2.4053,,
1645740823,SARAH  HELLAND,Endocrinology,Diabetes,Psychiatry,,SCHEURER HOSPITAL,COLLEYVILLE,TX,782391971,48029,Bexar County,692,2229.1,1.295,,
1410692787,STEWART R KELLER,Pulmonary,Respiratory Disease,,,HEGIRA HEALTH INC,KATY,TX,782123584,48029,Bexar County,474,1367.2,1.8756,,
1129985236,FAROOQ Z CHEEMA,Cardiology,Heart Disease,,,CERTUS PSYCHIATRY AND INTEGRATED CARE PLLC,FREDERICKSBURG,TX,752876817,48085,Collin County,517,1584.2,1.3257,,
1518072363,GEORGE B GHANEM,Endocrinology,Diabetes,Pulmonary,,PULMONARY AND MEDICINE ASSOCIATES,GUN BARREL CITY,TX,750935279,48085,Collin County,571,1847.4,0.9178,,
1821901690,OLANIYI O OLAYINKA,Pulmonary,Respiratory Disease,,,US NEUROSCIENCE INSTITUTE PLLC,WEST LAKE HILLS,TX,750346067,48085,Collin County,606,1911.8,1.7209,,
1647438416,AMIRHOSSEIN  MOADDAB,Cardiology,Heart Disease,,,MONITORING ASSOCIATES LLC,SAN ANTONIO,TX,752357701,48113,Dallas County,663,2067.8,2.5994,,
1391646988,KEVIN  TING,Endocrinology,Diabetes,Neurology,,CAROLINA ARTHRITIS CENTER PA,BELLAIRE,TX,752254006,48113,Dallas County,506,1444.2,1.3217,,
1491357075,DISHA  AWASTHI,Pulmonary,Respiratory Disease,,,NOVANT HEALTH ROWAN MEDICAL CENTER LLC,SPICEWOOD,TX,752357701,48113,Dallas County,518,1649.7,2.0872,,
1604880593,IRINA O SHANIDZE,Cardiology,Heart Disease,Psychiatry,Y,MICHIGAN NEUROLOGY ASSOCIATES PC,DUNCANVILLE,TX,770655611,48201,Harris County,720,898.3,0.9446,27.4,
1873231339,JUDY  LIU,Cardiology,Heart Disease,,,"WOODLANDS ARTHRITIS CLINIC, PA",LANCASTER,TX,770705934,48201,Harris County,353,1411.2,0.3963,,
1897294593,JOHN MELBOURNE MCGRAW,Cardiology,Heart Disease,Neurology,,,CEDAR PARK,TX,770242424,48201,Harris County,184,1580.2,1.9042,,
1646338805,SYED A SARMAST,Endocrinology,Diabetes,,,,MINERAL WELLS,TX,770822408,48201,Harris County,990,806.8,1.4071,,
1368288319,DARREN EDWARD HARRISON,Endocrinology,Diabetes,,Y,GREENBERGER WU DUNN AND FIELDS PLLC,KILLEEN,TX,770871003,48201,Harris County,94,2403.6,2.0244,,
1709125614,LINDSY  PANG,Pulmonary,Respiratory Disease,,,FORSYTH PSYCHIATRIC ASSOCIATES PLLC,Georgetown,TX,773391500,48201,Harris County,864,1452.8,0.666,,
1671262939,JITESH  JOSHI,Pulmonary,Respiratory Disease,Neurology,Y,,ATHENS,TX,770982122,48201,Harris County,253,1718.7,2.94,,
1802357289,NILESH V PATEL,Pulmonary,Respiratory Disease,,,HENRY FORD HEALTH EASTWOOD BEHAVIORAL HEALTH,HIGHLAND VILLAGE,TX,770301316,48201,Harris County,308,760.9,1.8637,,
1874912143,RYAN BLAIR KIESER,Cardiology,Heart Disease,,,BG TRICOUNTY NEUROLOGYAND SLEEP CLINIC PC,DUNCANVILLE,TX,761042110,48439,Tarrant County,638,1893.5,1.76,,
1952617179,BRODY  MONTOYA,Endocrinology,Diabetes,,,"DAY STARS, INC",WEATHERFORD,TX,760346240,48439,Tarrant County,447,1328.9,1.0194,,
1586131074,LINDSEY MARIE GIFFORD,Pulmonary,Respiratory Disease,,,DFW ENDOCRINOLOGY PA,CANYON LAKE,TX,761323614,48439,Tarrant County,663,1897.4,1.5218,,
