NPI,SERVICE_AREA_STATE,ISSUERID,SERVICEAREAID,SERVICE_AREA_ZIP
1033560057,MI,58594,MIS001,48653
1013281120,OR,71287,ORS004,97321
1023500568,OR,71287,ORS004,97321
1023639291,OR,71287,ORS004,97321
1023856044,OR,71287,ORS004,97321
1033730817,OR,71287,ORS004,97321
1063151306,OR,71287,ORS004,97321
1063199479,OR,71287,ORS004,97321
1073552394,OR,71287,ORS004,97321
1093734584,OR,71287,ORS004,97321
1093762247,OR,71287,ORS004,97321
1134198005,OR,71287,ORS004,97321
1134234800,OR,71287,ORS004,97321
1134358435,OR,71287,ORS004,97321
1134568959,OR,71287,ORS004,97321
1144302639,OR,71287,ORS004,97321
1144312943,OR,71287,ORS004,97321
1154488021,OR,71287,ORS004,97321
1164424586,OR,71287,ORS004,97321
1194044701,OR,71287,ORS004,97321
1215147475,OR,71287,ORS004,97321
1225482169,OR,71287,ORS004,97321
1255398681,OR,71287,ORS004,97321
1255891347,OR,71287,ORS004,97321
1265638035,OR,71287,ORS004,97321
1275008021,OR,71287,ORS004,97321
1275116733,OR,71287,ORS004,97321
1285039453,OR,71287,ORS004,97321
1285073338,OR,71287,ORS004,97321
1285658625,OR,71287,ORS004,97321
1295386506,OR,71287,ORS004,97321
1295705937,OR,71287,ORS004,97321
1295754760,OR,71287,ORS004,97321
1306494638,OR,71287,ORS004,97321
1306872510,OR,71287,ORS004,97321
1316377724,OR,71287,ORS004,97321
1326435504,OR,71287,ORS004,97321
1336175553,OR,71287,ORS004,97321
1346327681,OR,71287,ORS004,97321
1376217042,OR,71287,ORS004,97321
1396787644,OR,71287,ORS004,97321
1407160260,OR,71287,ORS004,97321
1417410747,OR,71287,ORS004,97321
1437578853,OR,71287,ORS004,97321
1457647091,OR,71287,ORS004,97321
1477013142,OR,71287,ORS004,97321
1477812915,OR,71287,ORS004,97321
1487686440,OR,71287,ORS004,97321
1508187733,OR,71287,ORS004,97321
1518296847,OR,71287,ORS004,97321
1518352350,OR,71287,ORS004,97321
1538235726,OR,71287,ORS004,97321
1558343574,OR,71287,ORS004,97321
1578138244,OR,71287,ORS004,97321
1578940441,OR,71287,ORS004,97321
1598051666,OR,71287,ORS004,97321
1639154974,OR,71287,ORS004,97321
1659545176,OR,71287,ORS004,97321
1669518049,OR,71287,ORS004,97321
1679032502,OR,71287,ORS004,97321
1689459497,OR,71287,ORS004,97321
1689882730,OR,71287,ORS004,97321
1720027220,OR,71287,ORS004,97321
1720273667,OR,71287,ORS004,97321
1730115551,OR,71287,ORS004,97321
1740783596,OR,71287,ORS004,97321
1750679817,OR,71287,ORS004,97321
1750817714,OR,71287,ORS004,97321
1770043200,OR,71287,ORS004,97321
1780390872,OR,71287,ORS004,97321
1790091403,OR,71287,ORS004,97321
1831148592,OR,71287,ORS004,97321
1841258647,OR,71287,ORS004,97321
1841269750,OR,71287,ORS004,97321
1841649969,OR,71287,ORS004,97321
1861811770,OR,71287,ORS004,97321
1871512368,OR,71287,ORS004,97321
1871932699,OR,71287,ORS004,97321
1881075513,OR,71287,ORS004,97321
1881451771,OR,71287,ORS004,97321
1902065204,OR,71287,ORS004,97321
1902316813,OR,71287,ORS004,97321
1902367527,OR,71287,ORS004,97321
1912500745,OR,71287,ORS004,97321
1932128832,OR,71287,ORS004,97321
1932389194,OR,71287,ORS004,97321
1952806291,OR,71287,ORS004,97321
1972360865,OR,71287,ORS004,97321
1982138798,OR,71287,ORS004,97321
1982146288,OR,71287,ORS004,97321
1982279527,OR,71287,ORS004,97321
1982954715,OR,71287,ORS004,97321
1992947030,OR,71287,ORS004,97321
1093377210,MI,29698,MIS007,49201
1104849025,MI,29698,MIS007,49201
1568031250,MI,29698,MIS007,49201
1588234058,MI,29698,MIS007,49201
1700531837,MI,29698,MIS007,49201
1881190593,MI,29698,MIS007,49201
1417284688,MI,29698,MIS007,49201
1013281120,OR,71287,ORS001,97321
1023500568,OR,71287,ORS001,97321
1023639291,OR,71287,ORS001,97321
1023856044,OR,71287,ORS001,97321
1033730817,OR,71287,ORS001,97321
1063151306,OR,71287,ORS001,97321
1063199479,OR,71287,ORS001,97321
1073552394,OR,71287,ORS001,97321
1093734584,OR,71287,ORS001,97321
1093762247,OR,71287,ORS001,97321
1134198005,OR,71287,ORS001,97321
1134234800,OR,71287,ORS001,97321
1134358435,OR,71287,ORS001,97321
1134568959,OR,71287,ORS001,97321
1144302639,OR,71287,ORS001,97321
1144312943,OR,71287,ORS001,97321
1154488021,OR,71287,ORS001,97321
1164424586,OR,71287,ORS001,97321
1194044701,OR,71287,ORS001,97321
1215147475,OR,71287,ORS001,97321
1225482169,OR,71287,ORS001,97321
1255398681,OR,71287,ORS001,97321
1255891347,OR,71287,ORS001,97321
1265638035,OR,71287,ORS001,97321
1275008021,OR,71287,ORS001,97321
1275116733,OR,71287,ORS001,97321
1285039453,OR,71287,ORS001,97321
1285073338,OR,71287,ORS001,97321
1285658625,OR,71287,ORS001,97321
1295386506,OR,71287,ORS001,97321
1295705937,OR,71287,ORS001,97321
1295754760,OR,71287,ORS001,97321
1306494638,OR,71287,ORS001,97321
1306872510,OR,71287,ORS001,97321
1316377724,OR,71287,ORS001,97321
1326435504,OR,71287,ORS001,97321
1336175553,OR,71287,ORS001,97321
1346327681,OR,71287,ORS001,97321
1376217042,OR,71287,ORS001,97321
1396787644,OR,71287,ORS001,97321
1407160260,OR,71287,ORS001,97321
1417410747,OR,71287,ORS001,97321
1437578853,OR,71287,ORS001,97321
1457647091,OR,71287,ORS001,97321
1477013142,OR,71287,ORS001,97321
1477812915,OR,71287,ORS001,97321
1487686440,OR,71287,ORS001,97321
1508187733,OR,71287,ORS001,97321
1518296847,OR,71287,ORS001,97321
1518352350,OR,71287,ORS001,97321
1538235726,OR,71287,ORS001,97321
1558343574,OR,71287,ORS001,97321
1578138244,OR,71287,ORS001,97321
1578940441,OR,71287,ORS001,97321
1598051666,OR,71287,ORS001,97321
1639154974,OR,71287,ORS001,97321
1659545176,OR,71287,ORS001,97321
1669518049,OR,71287,ORS001,97321
1679032502,OR,71287,ORS001,97321
1689459497,OR,71287,ORS001,97321
1689882730,OR,71287,ORS001,97321
1720027220,OR,71287,ORS001,97321
1720273667,OR,71287,ORS001,97321
1730115551,OR,71287,ORS001,97321
1740783596,OR,71287,ORS001,97321
1750679817,OR,71287,ORS001,97321
1750817714,OR,71287,ORS001,97321
1770043200,OR,71287,ORS001,97321
1780390872,OR,71287,ORS001,97321
1790091403,OR,71287,ORS001,97321
1831148592,OR,71287,ORS001,97321
1841258647,OR,71287,ORS001,97321
1841269750,OR,71287,ORS001,97321
1841649969,OR,71287,ORS001,97321
1861811770,OR,71287,ORS001,97321
1871512368,OR,71287,ORS001,97321
1871932699,OR,71287,ORS001,97321
1881075513,OR,71287,ORS001,97321
1881451771,OR,71287,ORS001,97321
1902065204,OR,71287,ORS001,97321
1902316813,OR,71287,ORS001,97321
1902367527,OR,71287,ORS001,97321
1912500745,OR,71287,ORS001,97321
1932128832,OR,71287,ORS001,97321
1932389194,OR,71287,ORS001,97321
1952806291,OR,71287,ORS001,97321
1972360865,OR,71287,ORS001,97321
1982138798,OR,71287,ORS001,97321
1982146288,OR,71287,ORS001,97321
1982279527,OR,71287,ORS001,97321
1982954715,OR,71287,ORS001,97321
1992947030,OR,71287,ORS001,97321
1518923986,OR,71287,ORS004,97477
1003369133,OR,71287,ORS004,97477
1013203348,OR,71287,ORS004,97477
1043399967,OR,71287,ORS004,97477
1073600938,OR,71287,ORS004,97477
1093367005,OR,71287,ORS004,97477
1093450363,OR,71287,ORS004,97477
1093722217,OR,71287,ORS004,97477
1124290648,OR,71287,ORS004,97477
1124481338,OR,71287,ORS004,97477
1124541156,OR,71287,ORS004,97477
1134145972,OR,71287,ORS004,97477
1134467368,OR,71287,ORS004,97477
1154327997,OR,71287,ORS004,97477
1154360071,OR,71287,ORS004,97477
1154856706,OR,71287,ORS004,97477
1164159091,OR,71287,ORS004,97477
1174819502,OR,71287,ORS004,97477
1174979462,OR,71287,ORS004,97477
1194368134,OR,71287,ORS004,97477
1205368909,OR,71287,ORS004,97477
1215258595,OR,71287,ORS004,97477
1225309685,OR,71287,ORS004,97477
1225598899,OR,71287,ORS004,97477
1235274234,OR,71287,ORS004,97477
1235357104,OR,71287,ORS004,97477
1245308832,OR,71287,ORS004,97477
1255837688,OR,71287,ORS004,97477
1265425938,OR,71287,ORS004,97477
1275508574,OR,71287,ORS004,97477
1275875130,OR,71287,ORS004,97477
1295187367,OR,71287,ORS004,97477
1295798908,OR,71287,ORS004,97477
1316986821,OR,71287,ORS004,97477
1326435504,OR,71287,ORS004,97477
1346229549,OR,71287,ORS004,97477
1346652310,OR,71287,ORS004,97477
1356729826,OR,71287,ORS004,97477
1366055113,OR,71287,ORS004,97477
1366140634,OR,71287,ORS004,97477
1386101913,OR,71287,ORS004,97477
1386694081,OR,71287,ORS004,97477
1417177304,OR,71287,ORS004,97477
1447440433,OR,71287,ORS004,97477
1447462783,OR,71287,ORS004,97477
1447783758,OR,71287,ORS004,97477
1457644098,OR,71287,ORS004,97477
1467657056,OR,71287,ORS004,97477
1467694745,OR,71287,ORS004,97477
1467758581,OR,71287,ORS004,97477
1467813212,OR,71287,ORS004,97477
1477583722,OR,71287,ORS004,97477
1497796403,OR,71287,ORS004,97477
1497998660,OR,71287,ORS004,97477
1508098286,OR,71287,ORS004,97477
1508416140,OR,71287,ORS004,97477
1518198274,OR,71287,ORS004,97477
1528200516,OR,71287,ORS004,97477
1538483292,OR,71287,ORS004,97477
1548410616,OR,71287,ORS004,97477
1548935117,OR,71287,ORS004,97477
1558596312,OR,71287,ORS004,97477
1568036481,OR,71287,ORS004,97477
1568564912,OR,71287,ORS004,97477
1578183356,OR,71287,ORS004,97477
1578714861,OR,71287,ORS004,97477
1598151730,OR,71287,ORS004,97477
1598744658,OR,71287,ORS004,97477
1609960228,OR,71287,ORS004,97477
1639379811,OR,71287,ORS004,97477
1639518368,OR,71287,ORS004,97477
1639776917,OR,71287,ORS004,97477
1649247420,OR,71287,ORS004,97477
1659132769,OR,71287,ORS004,97477
1679867071,OR,71287,ORS004,97477
1689694101,OR,71287,ORS004,97477
1699175638,OR,71287,ORS004,97477
1710165303,OR,71287,ORS004,97477
1720590987,OR,71287,ORS004,97477
1730582321,OR,71287,ORS004,97477
1740250588,OR,71287,ORS004,97477
1750330262,OR,71287,ORS004,97477
1750889333,OR,71287,ORS004,97477
1770564015,OR,71287,ORS004,97477
1770735292,OR,71287,ORS004,97477
1770781809,OR,71287,ORS004,97477
1801317631,OR,71287,ORS004,97477
1811246176,OR,71287,ORS004,97477
1821094350,OR,71287,ORS004,97477
1821166539,OR,71287,ORS004,97477
1851660955,OR,71287,ORS004,97477
1881238541,OR,71287,ORS004,97477
1891929741,OR,71287,ORS004,97477
1902411424,OR,71287,ORS004,97477
1912497264,OR,71287,ORS004,97477
1932780699,OR,71287,ORS004,97477
1942217914,OR,71287,ORS004,97477
1942812219,OR,71287,ORS004,97477
1952745093,OR,71287,ORS004,97477
1962630392,OR,71287,ORS004,97477
1962763185,OR,71287,ORS004,97477
1972949253,OR,71287,ORS004,97477
1982011508,OR,71287,ORS004,97477
1982056073,OR,71287,ORS004,97477
1982100038,OR,71287,ORS004,97477
1992099824,OR,71287,ORS004,97477
1992225775,OR,71287,ORS004,97477
1992968887,OR,71287,ORS004,97477
1093792673,OR,71287,ORS004,97477
1518923986,OR,71287,ORS001,97477
1003369133,OR,71287,ORS001,97477
1013203348,OR,71287,ORS001,97477
1043399967,OR,71287,ORS001,97477
1073600938,OR,71287,ORS001,97477
1093367005,OR,71287,ORS001,97477
1093450363,OR,71287,ORS001,97477
1093722217,OR,71287,ORS001,97477
1124290648,OR,71287,ORS001,97477
1124481338,OR,71287,ORS001,97477
1124541156,OR,71287,ORS001,97477
1134145972,OR,71287,ORS001,97477
1134467368,OR,71287,ORS001,97477
1154327997,OR,71287,ORS001,97477
1154360071,OR,71287,ORS001,97477
1154856706,OR,71287,ORS001,97477
1164159091,OR,71287,ORS001,97477
1174819502,OR,71287,ORS001,97477
1174979462,OR,71287,ORS001,97477
1194368134,OR,71287,ORS001,97477
1205368909,OR,71287,ORS001,97477
1215258595,OR,71287,ORS001,97477
1225309685,OR,71287,ORS001,97477
1225598899,OR,71287,ORS001,97477
1235274234,OR,71287,ORS001,97477
1235357104,OR,71287,ORS001,97477
1245308832,OR,71287,ORS001,97477
1255837688,OR,71287,ORS001,97477
1265425938,OR,71287,ORS001,97477
1275508574,OR,71287,ORS001,97477
1275875130,OR,71287,ORS001,97477
1295187367,OR,71287,ORS001,97477
1295798908,OR,71287,ORS001,97477
1316986821,OR,71287,ORS001,97477
1326435504,OR,71287,ORS001,97477
1346229549,OR,71287,ORS001,97477
1346652310,OR,71287,ORS001,97477
1356729826,OR,71287,ORS001,97477
1366055113,OR,71287,ORS001,97477
1366140634,OR,71287,ORS001,97477
1386101913,OR,71287,ORS001,97477
1386694081,OR,71287,ORS001,97477
1417177304,OR,71287,ORS001,97477
1447440433,OR,71287,ORS001,97477
1447462783,OR,71287,ORS001,97477
1447783758,OR,71287,ORS001,97477
1457644098,OR,71287,ORS001,97477
1467657056,OR,71287,ORS001,97477
1467694745,OR,71287,ORS001,97477
1467758581,OR,71287,ORS001,97477
1467813212,OR,71287,ORS001,97477
1477583722,OR,71287,ORS001,97477
1497796403,OR,71287,ORS001,97477
1497998660,OR,71287,ORS001,97477
1508098286,OR,71287,ORS001,97477
1508416140,OR,71287,ORS001,97477
1518198274,OR,71287,ORS001,97477
1528200516,OR,71287,ORS001,97477
1538483292,OR,71287,ORS001,97477
1548410616,OR,71287,ORS001,97477
1548935117,OR,71287,ORS001,97477
1558596312,OR,71287,ORS001,97477
1568036481,OR,71287,ORS001,97477
1568564912,OR,71287,ORS001,97477
1578183356,OR,71287,ORS001,97477
1578714861,OR,71287,ORS001,97477
1598151730,OR,71287,ORS001,97477
1598744658,OR,71287,ORS001,97477
1609960228,OR,71287,ORS001,97477
1639379811,OR,71287,ORS001,97477
1639518368,OR,71287,ORS001,97477
1639776917,OR,71287,ORS001,97477
1649247420,OR,71287,ORS001,97477
1659132769,OR,71287,ORS001,97477
1679867071,OR,71287,ORS001,97477
1689694101,OR,71287,ORS001,97477
1699175638,OR,71287,ORS001,97477
1710165303,OR,71287,ORS001,97477
1720590987,OR,71287,ORS001,97477
1730582321,OR,71287,ORS001,97477
1740250588,OR,71287,ORS001,97477
1750330262,OR,71287,ORS001,97477
1750889333,OR,71287,ORS001,97477
1770564015,OR,71287,ORS001,97477
1770735292,OR,71287,ORS001,97477
1770781809,OR,71287,ORS001,97477
1801317631,OR,71287,ORS001,97477
1811246176,OR,71287,ORS001,97477
1821094350,OR,71287,ORS001,97477
1821166539,OR,71287,ORS001,97477
1851660955,OR,71287,ORS001,97477
1881238541,OR,71287,ORS001,97477
1891929741,OR,71287,ORS001,97477
1902411424,OR,71287,ORS001,97477
1912497264,OR,71287,ORS001,97477
1932780699,OR,71287,ORS001,97477
1942217914,OR,71287,ORS001,97477
1942812219,OR,71287,ORS001,97477
1952745093,OR,71287,ORS001,97477
1962630392,OR,71287,ORS001,97477
1962763185,OR,71287,ORS001,97477
1972949253,OR,71287,ORS001,97477
1982011508,OR,71287,ORS001,97477
1982056073,OR,71287,ORS001,97477
1982100038,OR,71287,ORS001,97477
1992099824,OR,71287,ORS001,97477
1992225775,OR,71287,ORS001,97477
1992968887,OR,71287,ORS001,97477
1093792673,OR,71287,ORS001,97477
1003443391,OR,56707,ORS002,97132
1023229838,OR,56707,ORS002,97132
1043442007,OR,56707,ORS002,97132
1053532564,OR,56707,ORS002,97132
1073048450,OR,56707,ORS002,97132
1083819551,OR,56707,ORS002,97132
1104864792,OR,56707,ORS002,97132
1104928522,OR,56707,ORS002,97132
1114919610,OR,56707,ORS002,97132
1124021753,OR,56707,ORS002,97132
1124293626,OR,56707,ORS002,97132
1124361241,OR,56707,ORS002,97132
1124432976,OR,56707,ORS002,97132
1134348543,OR,56707,ORS002,97132
1154379576,OR,56707,ORS002,97132
1154646610,OR,56707,ORS002,97132
1154783579,OR,56707,ORS002,97132
1164504171,OR,56707,ORS002,97132
1164765111,OR,56707,ORS002,97132
1174084925,OR,56707,ORS002,97132
1225096167,OR,56707,ORS002,97132
1225475890,OR,56707,ORS002,97132
1245451038,OR,56707,ORS002,97132
1245643394,OR,56707,ORS002,97132
1255368205,OR,56707,ORS002,97132
1255656658,OR,56707,ORS002,97132
1265580054,OR,56707,ORS002,97132
1285204412,OR,56707,ORS002,97132
1285666594,OR,56707,ORS002,97132
1295020477,OR,56707,ORS002,97132
1306036108,OR,56707,ORS002,97132
1326398041,OR,56707,ORS002,97132
1326471616,OR,56707,ORS002,97132
1326575937,OR,56707,ORS002,97132
1336185438,OR,56707,ORS002,97132
1336551555,OR,56707,ORS002,97132
1346232857,OR,56707,ORS002,97132
1346430113,OR,56707,ORS002,97132
1356307870,OR,56707,ORS002,97132
1376854158,OR,56707,ORS002,97132
1396770186,OR,56707,ORS002,97132
1396778916,OR,56707,ORS002,97132
1407972821,OR,56707,ORS002,97132
1417265075,OR,56707,ORS002,97132
1427435429,OR,56707,ORS002,97132
1467417154,OR,56707,ORS002,97132
1487697488,OR,56707,ORS002,97132
1487748836,OR,56707,ORS002,97132
1487806790,OR,56707,ORS002,97132
1497140909,OR,56707,ORS002,97132
1508070046,OR,56707,ORS002,97132
1508305723,OR,56707,ORS002,97132
1518494517,OR,56707,ORS002,97132
1528226230,OR,56707,ORS002,97132
1528483872,OR,56707,ORS002,97132
1548531973,OR,56707,ORS002,97132
1558342857,OR,56707,ORS002,97132
1558761247,OR,56707,ORS002,97132
1568999183,OR,56707,ORS002,97132
1578145843,OR,56707,ORS002,97132
1578568499,OR,56707,ORS002,97132
1578669487,OR,56707,ORS002,97132
1578784369,OR,56707,ORS002,97132
1588632202,OR,56707,ORS002,97132
1619031838,OR,56707,ORS002,97132
1619990702,OR,56707,ORS002,97132
1619996964,OR,56707,ORS002,97132
1639254659,OR,56707,ORS002,97132
1649636648,OR,56707,ORS002,97132
1649791385,OR,56707,ORS002,97132
1659694735,OR,56707,ORS002,97132
1679897581,OR,56707,ORS002,97132
1700044484,OR,56707,ORS002,97132
1710187489,OR,56707,ORS002,97132
1710921085,OR,56707,ORS002,97132
1720284623,OR,56707,ORS002,97132
1730300641,OR,56707,ORS002,97132
1730679499,OR,56707,ORS002,97132
1750373056,OR,56707,ORS002,97132
1760659627,OR,56707,ORS002,97132
1770579237,OR,56707,ORS002,97132
1801422803,OR,56707,ORS002,97132
1801844626,OR,56707,ORS002,97132
1811382922,OR,56707,ORS002,97132
1831456979,OR,56707,ORS002,97132
1861425795,OR,56707,ORS002,97132
1861452658,OR,56707,ORS002,97132
1871785014,OR,56707,ORS002,97132
1891885380,OR,56707,ORS002,97132
1902097850,OR,56707,ORS002,97132
1902108335,OR,56707,ORS002,97132
1922047935,OR,56707,ORS002,97132
1942271986,OR,56707,ORS002,97132
1942429345,OR,56707,ORS002,97132
1952696601,OR,56707,ORS002,97132
1962645028,OR,56707,ORS002,97132
1982610481,OR,56707,ORS002,97132
1982954715,OR,56707,ORS002,97132
1992123475,OR,56707,ORS002,97132
1134539265,MI,58594,MIS001,48471
1558492850,MI,58594,MIS001,48471
1568463800,MI,58594,MIS001,48471
1891760286,MI,58594,MIS001,48471
1467196329,OR,56707,ORS002,97132
1518015551,OR,56707,ORS002,97132
1619566775,OR,56707,ORS002,97132
1750025987,OR,56707,ORS002,97132
1790718310,OR,56707,ORS002,97132
1851040299,OR,56707,ORS002,97132
1083034771,TX,66252,TXS002,78666
1083126668,TX,66252,TXS002,78666
1083675086,TX,66252,TXS002,78666
1134348535,TX,66252,TXS002,78666
1144278326,TX,66252,TXS002,78666
1144450131,TX,66252,TXS002,78666
1154383669,TX,66252,TXS002,78666
1154646560,TX,66252,TXS002,78666
1184116063,TX,66252,TXS002,78666
1194953117,TX,66252,TXS002,78666
1215536537,TX,66252,TXS002,78666
1245316884,TX,66252,TXS002,78666
1245423326,TX,66252,TXS002,78666
1295767465,TX,66252,TXS002,78666
1326794553,TX,66252,TXS002,78666
1366548547,TX,66252,TXS002,78666
1366848541,TX,66252,TXS002,78666
1376047217,TX,66252,TXS002,78666
1437579455,TX,66252,TXS002,78666
1457765547,TX,66252,TXS002,78666
1477133106,TX,66252,TXS002,78666
1508939141,TX,66252,TXS002,78666
1548713258,TX,66252,TXS002,78666
1578106753,TX,66252,TXS002,78666
1578524955,TX,66252,TXS002,78666
1609563980,TX,66252,TXS002,78666
1629428826,TX,66252,TXS002,78666
1669091096,TX,66252,TXS002,78666
1679223903,TX,66252,TXS002,78666
1679833354,TX,66252,TXS002,78666
1689993297,TX,66252,TXS002,78666
1710543939,TX,66252,TXS002,78666
1770579187,TX,66252,TXS002,78666
1770970451,TX,66252,TXS002,78666
1790109866,TX,66252,TXS002,78666
1790211209,TX,66252,TXS002,78666
1801471214,TX,66252,TXS002,78666
1821300278,TX,66252,TXS002,78666
1821404039,TX,66252,TXS002,78666
1841220092,TX,66252,TXS002,78666
1881973147,TX,66252,TXS002,78666
1891172938,TX,66252,TXS002,78666
1922468370,TX,66252,TXS002,78666
1922645225,TX,66252,TXS002,78666
1356952212,TX,66252,TXS002,78666
1568749224,TX,66252,TXS002,78666
1801016480,TX,66252,TXS002,78666
1932659257,TX,66252,TXS002,78666
1033266911,TX,66252,TXS002,78666
1275500100,TX,66252,TXS002,78666
1366706921,TX,66252,TXS002,78666
1598944571,TX,66252,TXS002,78666
1881702900,TX,66252,TXS002,78666
1336671924,TX,66252,TXS002,78666
1568680080,TX,66252,TXS002,78666
1851351704,TX,66252,TXS002,78666
1861723108,TX,66252,TXS002,78666
1023853728,TX,66252,TXS002,78666
1063119121,TX,66252,TXS002,78666
1114379849,TX,66252,TXS002,78666
1134803349,TX,66252,TXS002,78666
1154991255,TX,66252,TXS002,78666
1164579595,TX,66252,TXS002,78666
1174207112,TX,66252,TXS002,78666
1205194537,TX,66252,TXS002,78666
1295374601,TX,66252,TXS002,78666
1407422520,TX,66252,TXS002,78666
1417278086,TX,66252,TXS002,78666
1457856676,TX,66252,TXS002,78666
1457974909,TX,66252,TXS002,78666
1467487702,TX,66252,TXS002,78666
1477119287,TX,66252,TXS002,78666
1528016557,TX,66252,TXS002,78666
1528112646,TX,66252,TXS002,78666
1548551427,TX,66252,TXS002,78666
1558869875,TX,66252,TXS002,78666
1568694834,TX,66252,TXS002,78666
1619609468,TX,66252,TXS002,78666
1669457388,TX,66252,TXS002,78666
1689660805,TX,66252,TXS002,78666
1699271833,TX,66252,TXS002,78666
1730370578,TX,66252,TXS002,78666
1770222317,TX,66252,TXS002,78666
1790169662,TX,66252,TXS002,78666
1861477952,TX,66252,TXS002,78666
1902281660,TX,66252,TXS002,78666
1962871624,TX,66252,TXS002,78666
1245861160,TX,66252,TXS002,78666
1720074719,TX,66252,TXS002,78666
1083034771,TX,66252,TXS001,78666
1083126668,TX,66252,TXS001,78666
1083675086,TX,66252,TXS001,78666
1134348535,TX,66252,TXS001,78666
1144278326,TX,66252,TXS001,78666
1144450131,TX,66252,TXS001,78666
1154383669,TX,66252,TXS001,78666
1154646560,TX,66252,TXS001,78666
1184116063,TX,66252,TXS001,78666
1194953117,TX,66252,TXS001,78666
1215536537,TX,66252,TXS001,78666
1245316884,TX,66252,TXS001,78666
1245423326,TX,66252,TXS001,78666
1295767465,TX,66252,TXS001,78666
1326794553,TX,66252,TXS001,78666
1366548547,TX,66252,TXS001,78666
1366848541,TX,66252,TXS001,78666
1376047217,TX,66252,TXS001,78666
1437579455,TX,66252,TXS001,78666
1457765547,TX,66252,TXS001,78666
1477133106,TX,66252,TXS001,78666
1508939141,TX,66252,TXS001,78666
1548713258,TX,66252,TXS001,78666
1578106753,TX,66252,TXS001,78666
1578524955,TX,66252,TXS001,78666
1609563980,TX,66252,TXS001,78666
1629428826,TX,66252,TXS001,78666
1669091096,TX,66252,TXS001,78666
1679223903,TX,66252,TXS001,78666
1679833354,TX,66252,TXS001,78666
1689993297,TX,66252,TXS001,78666
1710543939,TX,66252,TXS001,78666
1770579187,TX,66252,TXS001,78666
1770970451,TX,66252,TXS001,78666
1790109866,TX,66252,TXS001,78666
1790211209,TX,66252,TXS001,78666
1801471214,TX,66252,TXS001,78666
1821300278,TX,66252,TXS001,78666
1821404039,TX,66252,TXS001,78666
1841220092,TX,66252,TXS001,78666
1881973147,TX,66252,TXS001,78666
1891172938,TX,66252,TXS001,78666
1922468370,TX,66252,TXS001,78666
1922645225,TX,66252,TXS001,78666
1356952212,TX,66252,TXS001,78666
1568749224,TX,66252,TXS001,78666
1801016480,TX,66252,TXS001,78666
1932659257,TX,66252,TXS001,78666
1033266911,TX,66252,TXS001,78666
1275500100,TX,66252,TXS001,78666
1366706921,TX,66252,TXS001,78666
1598944571,TX,66252,TXS001,78666
1881702900,TX,66252,TXS001,78666
1336671924,TX,66252,TXS001,78666
1568680080,TX,66252,TXS001,78666
1851351704,TX,66252,TXS001,78666
1861723108,TX,66252,TXS001,78666
1023853728,TX,66252,TXS001,78666
1063119121,TX,66252,TXS001,78666
1114379849,TX,66252,TXS001,78666
1134803349,TX,66252,TXS001,78666
1154991255,TX,66252,TXS001,78666
1164579595,TX,66252,TXS001,78666
1174207112,TX,66252,TXS001,78666
1205194537,TX,66252,TXS001,78666
1295374601,TX,66252,TXS001,78666
1407422520,TX,66252,TXS001,78666
1417278086,TX,66252,TXS001,78666
1457856676,TX,66252,TXS001,78666
1457974909,TX,66252,TXS001,78666
1467487702,TX,66252,TXS001,78666
1477119287,TX,66252,TXS001,78666
1528016557,TX,66252,TXS001,78666
1528112646,TX,66252,TXS001,78666
1548551427,TX,66252,TXS001,78666
1558869875,TX,66252,TXS001,78666
1568694834,TX,66252,TXS001,78666
1619609468,TX,66252,TXS001,78666
1669457388,TX,66252,TXS001,78666
1689660805,TX,66252,TXS001,78666
1699271833,TX,66252,TXS001,78666
1730370578,TX,66252,TXS001,78666
1770222317,TX,66252,TXS001,78666
1790169662,TX,66252,TXS001,78666
1861477952,TX,66252,TXS001,78666
1902281660,TX,66252,TXS001,78666
1962871624,TX,66252,TXS001,78666
1245861160,TX,66252,TXS001,78666
1720074719,TX,66252,TXS001,78666
1003445263,MI,58594,MIS001,49444
1013438886,MI,58594,MIS001,49444
1013989177,MI,58594,MIS001,49444
1023000189,MI,58594,MIS001,49444
1023129517,MI,58594,MIS001,49444
1023374048,MI,58594,MIS001,49444
1033200720,MI,58594,MIS001,49444
1033544796,MI,58594,MIS001,49444
1043474919,MI,58594,MIS001,49444
1053793471,MI,58594,MIS001,49444
1053947176,MI,58594,MIS001,49444
1073549044,MI,58594,MIS001,49444
1073550034,MI,58594,MIS001,49444
1083156723,MI,58594,MIS001,49444
1093200081,MI,58594,MIS001,49444
1093226920,MI,58594,MIS001,49444
1093412215,MI,58594,MIS001,49444
1093755167,MI,58594,MIS001,49444
1104459718,MI,58594,MIS001,49444
1114361649,MI,58594,MIS001,49444
1114436391,MI,58594,MIS001,49444
1124012521,MI,58594,MIS001,49444
1124686365,MI,58594,MIS001,49444
1154391589,MI,58594,MIS001,49444
1154816882,MI,58594,MIS001,49444
1164862033,MI,58594,MIS001,49444
1174087084,MI,58594,MIS001,49444
1174741409,MI,58594,MIS001,49444
1174758262,MI,58594,MIS001,49444
1184601841,MI,58594,MIS001,49444
1194044636,MI,58594,MIS001,49444
1194163279,MI,58594,MIS001,49444
1194298794,MI,58594,MIS001,49444
1194354787,MI,58594,MIS001,49444
1194788943,MI,58594,MIS001,49444
1205155710,MI,58594,MIS001,49444
1205175593,MI,58594,MIS001,49444
